Time(in seconds),Queue Density,Dynamic Density,
48.2,0.533184,0.0473933,
48.2667,0.532827,0.0447755,
48.3333,0.532796,0.0448069,
48.4,0.532996,0.0467271,
48.4667,0.532776,0.0461706,
48.5333,0.532706,0.0467663,
48.6,0.532725,0.0424321,
48.6667,0.532671,0.0419658,
48.7333,0.532863,0.0420755,
48.8,0.533102,0.0333406,
48.8667,0.533125,0.0345672,
48.9333,0.534211,0.0331094,
49,0.534571,0.0336933,
49.0667,0.534759,0.0325647,
49.1333,0.535374,0.0315067,
49.2,0.536887,0.0281718,
49.2667,0.536977,0.028646,
49.3333,0.537263,0.0248174,
49.4,0.537275,0.027008,
49.4667,0.53735,0.0277564,
49.5333,0.536052,0.0234262,
49.6,0.536899,0.0153027,
49.6667,0.538913,0.0176696,
49.7333,0.540018,0.0198994,
49.8,0.541997,0.102926,
49.8667,0.542162,0.0386701,
49.9333,0.541304,0.0291202,
50,0.541229,0.0268081,
50.0667,0.539889,0.0405159,
50.1333,0.541061,0.0261458,
50.2,0.541108,0.0271765,
50.2667,0.541241,0.0195976,
50.3333,0.54148,0.0206126,
50.4,0.541053,0.0244921,
50.4667,0.539564,0.0243354,
50.5333,0.53985,0.0235908,
50.6,0.538588,0.0270628,
50.6667,0.539234,0.0387563,
50.7333,0.540132,0.0393755,
50.8,0.540132,0.0262477,
50.8667,0.539536,0.0266788,
50.9333,0.538337,0.0226151,
51,0.537412,0.0217608,
51.0667,0.537146,0.0205185,
51.1333,0.538,0.0194957,
51.2,0.53858,0.021796,
51.2667,0.537596,0.0214355,
51.3333,0.542409,0.0303702,
51.4,0.542087,0.0342537,
51.4667,0.541511,0.0932778,
51.5333,0.540622,0.0287205,
51.6,0.540038,0.0178695,
51.6667,0.54117,0.0177872,
51.7333,0.541057,0.0182927,
51.8,0.540927,0.0191862,
51.8667,0.540547,0.0212709,
51.9333,0.540814,0.0213297,
52,0.540653,0.0207968,
52.0667,0.54039,0.0220899,
52.1333,0.541719,0.0216785,
52.2,0.541217,0.0186023,
52.2667,0.541488,0.0223643,
52.3333,0.541292,0.0211612,
52.4,0.540837,0.0249781,
52.4667,0.540042,0.0250721,
52.5333,0.541323,0.0366285,
52.6,0.541546,0.0337208,
52.6667,0.543467,0.0194644,
52.7333,0.544489,0.0152439,
52.8,0.545571,0.0203657,
52.8667,0.547809,0.0225798,
52.9333,0.548753,0.0238416,
53,0.546676,0.0343047,
53.0667,0.547914,0.0420011,
53.1333,0.549799,0.102013,
53.2,0.55072,0.0342655,
53.2667,0.552441,0.0310952,
53.3333,0.55295,0.0342811,
53.4,0.552746,0.038051,
53.4667,0.552445,0.036746,
53.5333,0.552495,0.0339833,
53.6,0.552198,0.0389444,
53.6667,0.551563,0.0392736,
53.7333,0.550838,0.0339598,
53.8,0.551038,0.0360367,
53.8667,0.55101,0.036217,
53.9333,0.551128,0.0292808,
54,0.551575,0.0347083,
54.0667,0.551806,0.0406609,
54.1333,0.551998,0.0318006,
54.2,0.553021,0.0404375,
54.2667,0.554494,0.0538239,
54.3333,0.555756,0.0643144,
54.4,0.557112,0.0552817,
54.4667,0.55862,0.0484631,
54.5333,0.5592,0.0372516,
54.6,0.559475,0.0308562,
54.6667,0.56672,0.039591,
54.7333,0.566148,0.0376121,
54.8,0.565259,0.101006,
54.8667,0.566027,0.0454417,
54.9333,0.568131,0.0252641,
55,0.569855,0.0248448,
55.0667,0.571333,0.0263888,
55.1333,0.571862,0.0264985,
55.2,0.572281,0.0272666,
55.2667,0.57274,0.0316321,
55.3333,0.573563,0.030719,
55.4,0.574887,0.0198445,
55.4667,0.575381,0.0214355,
55.5333,0.575596,0.0204088,
55.6,0.575977,0.0190843,
55.6667,0.575299,0.0182026,
55.7333,0.574617,0.0189549,
55.8,0.575071,0.0151028,
55.8667,0.574883,0.0157847,
55.9333,0.574981,0.0156985,
56,0.575495,0.021655,
56.0667,0.575495,0.0219018,
56.1333,0.576192,0.0218196,
56.2,0.576455,0.0166782,
56.2667,0.57647,0.0115054,
56.3333,0.582568,0.0154438,
56.4,0.581859,0.0161491,
56.4667,0.582145,0.0947591,
56.5333,0.58345,0.0337051,
56.6,0.582658,0.0206557,
56.6667,0.582196,0.020158,
56.7333,0.58285,0.0205107,
56.8,0.583093,0.0215413,
56.8667,0.584249,0.0218078,
56.9333,0.585092,0.0230461,
